AMOSTRA,colony_code,mean_nerv,origin,colony_num
55,CH01,1.2426917424,Chile,01
56,CH01,1.2646409775999998,Chile,01
57,CH01,1.2285262794,Chile,01
58,CH01,1.236688466,Chile,01
59,CH01,1.2422168562000002,Chile,01
60,CH01,1.264087835,Chile,01
61,CH01,1.2814001518,Chile,01
62,CH01,1.2440633505999998,Chile,01
63,CH01,1.3188132006,Chile,01
64,CH01,1.2466486178,Chile,01
65,CH01,1.1826288018,Chile,01
66,CH01,1.24267262,Chile,01
67,CH01,1.2069766378,Chile,01
68,CH01,1.2215677768000002,Chile,01
69,CH01,1.2105012320000001,Chile,01
70,CH01,1.2356920532,Chile,01
71,CH01,1.2568678648,Chile,01
72,CH01,1.2396945549999998,Chile,01
73,CH01,1.2099397265999998,Chile,01
74,CH01,1.3265018077500002,Chile,01
75,CH01,1.2425682058,Chile,01
76,CH01,1.2363175173999998,Chile,01
77,CH01,1.2375304432,Chile,01
78,CH01,1.1954921224,Chile,01
79,CH01,1.2975670845999998,Chile,01
80,CH01,1.2361467624,Chile,01
81,CH01,1.2277653572,Chile,01
82,CH01,1.2670914461999998,Chile,01
83,CH01,1.2509810232,Chile,01
84,CH01,1.2163055064,Chile,01
85,CH01,1.2318696856,Chile,01
86,CH01,1.1760672468,Chile,01
87,CH01,1.2623170326,Chile,01
88,CH01,1.2238635772,Chile,01
89,CH01,1.2162585179999998,Chile,01
90,CH01,1.2459297372,Chile,01
91,CH01,1.2604044046,Chile,01
92,CH01,1.2358361738,Chile,01
93,CH01,1.2173257742,Chile,01
94,CH01,1.2127483326,Chile,01
95,CH01,1.2715214410000002,Chile,01
96,CH01,1.2389550249999999,Chile,01
97,CH01,1.2184802542,Chile,01
98,CH01,1.2178119673999999,Chile,01
99,CH01,1.2286946564,Chile,01
100,CH01,1.2097471728,Chile,01
1,RP01,1.199624,Ribeirao_Preto,01
2,RP01,1.23731,Ribeirao_Preto,01
3,RP01,1.22205,Ribeirao_Preto,01
4,RP01,1.165066,Ribeirao_Preto,01
5,RP01,1.21129,Ribeirao_Preto,01
6,RP01,1.189224,Ribeirao_Preto,01
7,RP01,1.254204,Ribeirao_Preto,01
8,RP01,1.2074520000000002,Ribeirao_Preto,01
9,RP01,1.195864,Ribeirao_Preto,01
10,RP01,1.237542,Ribeirao_Preto,01
11,RP01,1.186898,Ribeirao_Preto,01
12,RP01,1.23252,Ribeirao_Preto,01
13,RP01,1.196386,Ribeirao_Preto,01
14,RP01,1.205206,Ribeirao_Preto,01
15,RP01,1.21583,Ribeirao_Preto,01
16,RP01,1.229132,Ribeirao_Preto,01
17,RP01,1.19862,Ribeirao_Preto,01
18,RP01,1.228312,Ribeirao_Preto,01
19,RP01,1.1662919999999999,Ribeirao_Preto,01
20,RP01,1.2678880000000001,Ribeirao_Preto,01
21,RP01,1.2243840000000001,Ribeirao_Preto,01
22,RP01,1.2575939999999999,Ribeirao_Preto,01
23,RP01,1.2106540000000001,Ribeirao_Preto,01
24,RP01,1.207922,Ribeirao_Preto,01
25,RP01,1.2085339999999998,Ribeirao_Preto,01
26,RP01,1.191308,Ribeirao_Preto,01
27,RP01,1.1570040000000001,Ribeirao_Preto,01
28,RP01,1.239856,Ribeirao_Preto,01
29,RP01,1.21539,Ribeirao_Preto,01
30,RP01,1.20122,Ribeirao_Preto,01
31,RP01,1.1857140000000002,Ribeirao_Preto,01
32,RP01,1.22437,Ribeirao_Preto,01
33,RP01,1.2237,Ribeirao_Preto,01
34,RP01,1.198166,Ribeirao_Preto,01
35,RP01,1.2152360000000002,Ribeirao_Preto,01
36,RP01,1.176472,Ribeirao_Preto,01
37,RP01,1.2306339999999998,Ribeirao_Preto,01
38,RP01,1.2267579999999998,Ribeirao_Preto,01
39,RP01,1.2200579999999999,Ribeirao_Preto,01
40,RP01,1.249866,Ribeirao_Preto,01
41,RP01,1.19963,Ribeirao_Preto,01
42,RP01,1.2034860000000003,Ribeirao_Preto,01
43,RP01,1.18602,Ribeirao_Preto,01
44,RP01,1.183688,Ribeirao_Preto,01
45,RP01,1.1863139999999999,Ribeirao_Preto,01
46,RP01,1.162326,Ribeirao_Preto,01
47,RP01,1.16872,Ribeirao_Preto,01
48,RP01,1.235426,Ribeirao_Preto,01
49,RP01,1.205706,Ribeirao_Preto,01
50,RP01,1.184384,Ribeirao_Preto,01
51,RP01,1.172866,Ribeirao_Preto,01
52,RP01,1.215756,Ribeirao_Preto,01
53,RP01,1.1734280000000001,Ribeirao_Preto,01
54,RP01,1.20971,Ribeirao_Preto,01
55,RP01,1.190008,Ribeirao_Preto,01
56,RP01,1.149562,Ribeirao_Preto,01
57,RP01,1.182352,Ribeirao_Preto,01
58,RP01,1.234728,Ribeirao_Preto,01
59,RP01,1.194474,Ribeirao_Preto,01
60,RP01,1.207324,Ribeirao_Preto,01
61,RP01,1.204122,Ribeirao_Preto,01
62,RP01,1.1965600000000003,Ribeirao_Preto,01
63,RP01,1.145238,Ribeirao_Preto,01
64,RP01,1.202776,Ribeirao_Preto,01
65,RP01,1.2192500000000002,Ribeirao_Preto,01
66,RP01,1.1888560000000001,Ribeirao_Preto,01
67,RP01,1.161572,Ribeirao_Preto,01
68,RP01,1.240298,Ribeirao_Preto,01
69,RP01,1.1845,Ribeirao_Preto,01
70,RP01,1.1711619999999998,Ribeirao_Preto,01
71,RP01,1.20288,Ribeirao_Preto,01
72,RP01,1.209106,Ribeirao_Preto,01
73,RP01,1.12286,Ribeirao_Preto,01
74,RP01,1.231626,Ribeirao_Preto,01
75,RP01,,Ribeirao_Preto,01
76,RP01,,Ribeirao_Preto,01
77,RP01,,Ribeirao_Preto,01
78,RP01,,Ribeirao_Preto,01
79,RP01,,Ribeirao_Preto,01
80,RP01,,Ribeirao_Preto,01
81,RP01,,Ribeirao_Preto,01
82,RP01,,Ribeirao_Preto,01
83,RP01,,Ribeirao_Preto,01
84,RP01,,Ribeirao_Preto,01
85,RP01,,Ribeirao_Preto,01
86,RP01,,Ribeirao_Preto,01
87,RP01,,Ribeirao_Preto,01
88,RP01,,Ribeirao_Preto,01
89,RP01,,Ribeirao_Preto,01
90,RP01,,Ribeirao_Preto,01
91,RP01,,Ribeirao_Preto,01
92,RP01,,Ribeirao_Preto,01
93,RP01,,Ribeirao_Preto,01
94,RP01,,Ribeirao_Preto,01
95,RP01,,Ribeirao_Preto,01
96,RP01,,Ribeirao_Preto,01
97,RP01,,Ribeirao_Preto,01
98,RP01,,Ribeirao_Preto,01
99,RP01,,Ribeirao_Preto,01
100,RP01,,Ribeirao_Preto,01
1,CH04,1.2659689538,Chile,04
2,CH04,1.2325298244,Chile,04
3,CH04,1.3053042754,Chile,04
4,CH04,1.2724226915999999,Chile,04
5,CH04,1.3058379048,Chile,04
6,CH04,1.2456396668,Chile,04
7,CH04,1.2489709629999999,Chile,04
8,CH04,1.2646996066,Chile,04
9,CH04,1.2914064876,Chile,04
10,CH04,1.2693391046,Chile,04
11,CH04,1.2967821149999998,Chile,04
12,CH04,1.2240822148000001,Chile,04
13,CH04,1.2262902489999998,Chile,04
14,CH04,1.2698143718000001,Chile,04
15,CH04,1.2693830402000001,Chile,04
16,CH04,1.2351938214,Chile,04
17,CH04,1.3103769812,Chile,04
18,CH04,1.2105768264,Chile,04
19,CH04,1.2355650614,Chile,04
20,CH04,1.2560804842,Chile,04
21,CH04,1.2669036457999998,Chile,04
22,CH04,1.2732370272,Chile,04
23,CH04,1.3212152454,Chile,04
24,CH04,1.2959456288,Chile,04
25,CH04,1.2055984242,Chile,04
26,CH04,1.1849232812000001,Chile,04
27,CH04,1.306710581,Chile,04
28,CH04,1.2727213148,Chile,04
29,CH04,1.2743262724,Chile,04
30,CH04,1.3194312460000002,Chile,04
31,CH04,1.2727487378,Chile,04
32,CH04,1.2460718046,Chile,04
33,CH04,1.2609585396,Chile,04
34,CH04,1.2655138412,Chile,04
35,CH04,1.2593957053999998,Chile,04
36,CH04,1.246043473,Chile,04
37,CH04,1.2751206478000001,Chile,04
38,CH04,1.2649823898,Chile,04
39,CH04,1.2470132690000002,Chile,04
40,CH04,1.2985488254,Chile,04
41,CH04,1.2051211685999998,Chile,04
42,CH04,1.2329646699999999,Chile,04
43,CH04,1.2112667097999998,Chile,04
44,CH04,1.222269938,Chile,04
45,CH04,1.2660198508,Chile,04
46,CH04,1.256515514,Chile,04
47,CH04,1.2418731412,Chile,04
48,CH04,1.2332473536000002,Chile,04
49,CH04,1.2228573882,Chile,04
50,CH04,1.2659960185999999,Chile,04
51,CH04,1.248227603,Chile,04
52,CH04,1.2686183114,Chile,04
53,CH04,1.2502526301999999,Chile,04
54,CH04,1.2782603164000002,Chile,04
55,CH04,1.2411058259999999,Chile,04
56,CH04,1.269794527,Chile,04
57,CH04,1.2564152551999999,Chile,04
58,CH04,1.258260919,Chile,04
59,CH04,1.1896754511999998,Chile,04
60,CH04,1.2740758972,Chile,04
61,CH04,1.2705782722,Chile,04
62,CH04,1.2957705707999998,Chile,04
63,CH04,1.2162365652,Chile,04
64,CH04,1.2322313218,Chile,04
65,CH04,1.269996096,Chile,04
66,CH04,1.23453636,Chile,04
67,CH04,1.2331237376000002,Chile,04
68,CH04,1.282752854,Chile,04
69,CH04,1.2576828241999998,Chile,04
70,CH04,1.2627349419999998,Chile,04
71,CH04,1.2412978704,Chile,04
72,CH04,1.254953859,Chile,04
73,CH04,1.2299755392,Chile,04
74,CH04,1.2170026024,Chile,04
75,CH04,1.268676486,Chile,04
76,CH04,1.2622776256,Chile,04
77,CH04,1.2768930446,Chile,04
78,CH04,1.2324447624,Chile,04
79,CH04,,Chile,04
80,CH04,,Chile,04
81,CH04,,Chile,04
82,CH04,,Chile,04
83,CH04,,Chile,04
84,CH04,,Chile,04
85,CH04,,Chile,04
86,CH04,,Chile,04
87,CH04,,Chile,04
88,CH04,,Chile,04
89,CH04,,Chile,04
90,CH04,,Chile,04
91,CH04,,Chile,04
92,CH04,,Chile,04
93,CH04,,Chile,04
94,CH04,,Chile,04
95,CH04,,Chile,04
96,CH04,,Chile,04
97,CH04,,Chile,04
98,CH04,,Chile,04
99,CH04,,Chile,04
100,CH04,,Chile,04
1,RP04,1.2023792464,Ribeirao_Preto,04
2,RP04,1.234924023,Ribeirao_Preto,04
3,RP04,1.2176897012,Ribeirao_Preto,04
4,RP04,1.2391233914,Ribeirao_Preto,04
5,RP04,1.2211109942,Ribeirao_Preto,04
6,RP04,1.2362906305999999,Ribeirao_Preto,04
7,RP04,1.2471248494,Ribeirao_Preto,04
8,RP04,1.2403660328,Ribeirao_Preto,04
9,RP04,1.3153421914,Ribeirao_Preto,04
10,RP04,1.2535487982000002,Ribeirao_Preto,04
11,RP04,1.2253059160000002,Ribeirao_Preto,04
12,RP04,1.234569419,Ribeirao_Preto,04
13,RP04,1.2102209146,Ribeirao_Preto,04
14,RP04,1.233685738,Ribeirao_Preto,04
15,RP04,1.2053947788,Ribeirao_Preto,04
16,RP04,1.2457368748,Ribeirao_Preto,04
17,RP04,1.2481633064,Ribeirao_Preto,04
18,RP04,1.2934176874,Ribeirao_Preto,04
19,RP04,1.2798999414,Ribeirao_Preto,04
20,RP04,1.2089676417999997,Ribeirao_Preto,04
21,RP04,1.2573381494,Ribeirao_Preto,04
22,RP04,1.2481653738,Ribeirao_Preto,04
23,RP04,1.2661231966,Ribeirao_Preto,04
24,RP04,1.244163311,Ribeirao_Preto,04
25,RP04,1.297269999,Ribeirao_Preto,04
26,RP04,1.2713115474,Ribeirao_Preto,04
27,RP04,1.2334624452000003,Ribeirao_Preto,04
28,RP04,1.2420052570000002,Ribeirao_Preto,04
29,RP04,1.2079209486,Ribeirao_Preto,04
30,RP04,1.2336934004,Ribeirao_Preto,04
31,RP04,1.2734201930000002,Ribeirao_Preto,04
32,RP04,1.226379028,Ribeirao_Preto,04
33,RP04,1.2728277428,Ribeirao_Preto,04
34,RP04,1.2513602004,Ribeirao_Preto,04
35,RP04,1.2300677582,Ribeirao_Preto,04
36,RP04,1.2911389112,Ribeirao_Preto,04
37,RP04,1.2356491072,Ribeirao_Preto,04
38,RP04,1.2686994116,Ribeirao_Preto,04
39,RP04,1.3003229716,Ribeirao_Preto,04
40,RP04,1.213286427,Ribeirao_Preto,04
41,RP04,1.3084999104000001,Ribeirao_Preto,04
42,RP04,1.2518610502,Ribeirao_Preto,04
43,RP04,1.2541754912000003,Ribeirao_Preto,04
44,RP04,1.2841425172,Ribeirao_Preto,04
45,RP04,1.2647296856,Ribeirao_Preto,04
46,RP04,1.2805174324,Ribeirao_Preto,04
47,RP04,1.2104996966,Ribeirao_Preto,04
48,RP04,1.2410117008000001,Ribeirao_Preto,04
49,RP04,1.2328047602,Ribeirao_Preto,04
50,RP04,1.2091749345999998,Ribeirao_Preto,04
51,RP04,1.233858074,Ribeirao_Preto,04
52,RP04,1.2577083290000002,Ribeirao_Preto,04
53,RP04,1.2680609969999999,Ribeirao_Preto,04
54,RP04,1.226888917,Ribeirao_Preto,04
55,RP04,1.2459043772,Ribeirao_Preto,04
56,RP04,1.2585680423999999,Ribeirao_Preto,04
57,RP04,1.2653520838,Ribeirao_Preto,04
58,RP04,1.2558102304,Ribeirao_Preto,04
59,RP04,1.2057570290000001,Ribeirao_Preto,04
60,RP04,1.2374360192,Ribeirao_Preto,04
61,RP04,1.2684348622,Ribeirao_Preto,04
62,RP04,1.2647934496000002,Ribeirao_Preto,04
63,RP04,1.2680412636,Ribeirao_Preto,04
64,RP04,1.2775091774,Ribeirao_Preto,04
65,RP04,1.248113045,Ribeirao_Preto,04
66,RP04,1.292773365,Ribeirao_Preto,04
67,RP04,1.224738355,Ribeirao_Preto,04
68,RP04,1.261272847,Ribeirao_Preto,04
69,RP04,1.240628109,Ribeirao_Preto,04
70,RP04,1.2583382942,Ribeirao_Preto,04
71,RP04,1.2421056252,Ribeirao_Preto,04
72,RP04,1.2333876992000001,Ribeirao_Preto,04
73,RP04,1.244381757,Ribeirao_Preto,04
74,RP04,1.2339510820000001,Ribeirao_Preto,04
75,RP04,1.234410226,Ribeirao_Preto,04
76,RP04,1.2766657183999999,Ribeirao_Preto,04
77,RP04,1.2947115042000001,Ribeirao_Preto,04
78,RP04,1.234034153,Ribeirao_Preto,04
79,RP04,1.2336896676,Ribeirao_Preto,04
80,RP04,,Ribeirao_Preto,04
81,RP04,,Ribeirao_Preto,04
82,RP04,,Ribeirao_Preto,04
83,RP04,,Ribeirao_Preto,04
84,RP04,,Ribeirao_Preto,04
85,RP04,,Ribeirao_Preto,04
86,RP04,,Ribeirao_Preto,04
87,RP04,,Ribeirao_Preto,04
88,RP04,,Ribeirao_Preto,04
89,RP04,,Ribeirao_Preto,04
90,RP04,,Ribeirao_Preto,04
91,RP04,,Ribeirao_Preto,04
92,RP04,,Ribeirao_Preto,04
93,RP04,,Ribeirao_Preto,04
94,RP04,,Ribeirao_Preto,04
95,RP04,,Ribeirao_Preto,04
96,RP04,,Ribeirao_Preto,04
97,RP04,,Ribeirao_Preto,04
98,RP04,,Ribeirao_Preto,04
99,RP04,,Ribeirao_Preto,04
100,RP04,,Ribeirao_Preto,04
1,CH05,1.2658460999999999,Chile,05
2,CH05,1.2783462823999998,Chile,05
3,CH05,1.2721259712000001,Chile,05
4,CH05,1.2725497712,Chile,05
5,CH05,1.2227595658,Chile,05
6,CH05,1.2848357052000001,Chile,05
7,CH05,1.2492771031999998,Chile,05
8,CH05,1.2709164668,Chile,05
9,CH05,1.2021858308,Chile,05
10,CH05,1.2717108292,Chile,05
11,CH05,1.2754857138,Chile,05
12,CH05,1.2151738336,Chile,05
13,CH05,1.2535412486000002,Chile,05
14,CH05,1.2696235196,Chile,05
15,CH05,1.2900581503999997,Chile,05
16,CH05,1.2427876758,Chile,05
17,CH05,1.2807216596,Chile,05
18,CH05,1.3262827778,Chile,05
19,CH05,1.2642830838,Chile,05
20,CH05,1.2681928356,Chile,05
21,CH05,1.2847743336,Chile,05
22,CH05,1.3254501502,Chile,05
23,CH05,1.2361992436000002,Chile,05
24,CH05,1.2370833686,Chile,05
25,CH05,1.2532925872,Chile,05
26,CH05,1.2844322047999999,Chile,05
27,CH05,1.2922047354,Chile,05
28,CH05,1.198337135,Chile,05
29,CH05,1.27734463,Chile,05
30,CH05,1.3272327279999998,Chile,05
31,CH05,1.2425008733999998,Chile,05
32,CH05,1.214153967,Chile,05
33,CH05,1.2890456389999998,Chile,05
34,CH05,1.2799138396000003,Chile,05
35,CH05,1.2685765816,Chile,05
36,CH05,1.2073224385999999,Chile,05
37,CH05,1.2603568969999999,Chile,05
38,CH05,1.2623312539999998,Chile,05
39,CH05,1.1870217446,Chile,05
40,CH05,1.3102451784000002,Chile,05
41,CH05,1.2858818112,Chile,05
42,CH05,1.2862747786,Chile,05
43,CH05,1.2273049113999999,Chile,05
44,CH05,1.2535612584,Chile,05
45,CH05,1.248419958,Chile,05
46,CH05,1.2744655593999998,Chile,05
47,CH05,1.2500464806,Chile,05
48,CH05,1.2158161358000001,Chile,05
49,CH05,1.3321217098,Chile,05
50,CH05,1.240586527,Chile,05
51,CH05,1.2698573203999999,Chile,05
52,CH05,1.222454308,Chile,05
53,CH05,1.3100673274,Chile,05
54,CH05,1.2933110392000002,Chile,05
55,CH05,1.2924305661999997,Chile,05
56,CH05,1.2620012424000002,Chile,05
57,CH05,1.2843084491999999,Chile,05
58,CH05,1.2909826992,Chile,05
59,CH05,1.2491666666,Chile,05
60,CH05,1.25832759,Chile,05
61,CH05,1.2490833712,Chile,05
62,CH05,1.270225258,Chile,05
63,CH05,1.2965738546,Chile,05
64,CH05,1.2706678542,Chile,05
65,CH05,1.244493248,Chile,05
66,CH05,1.2899300696,Chile,05
67,CH05,1.3370062602,Chile,05
68,CH05,1.2147101560000002,Chile,05
69,CH05,1.3021312466000001,Chile,05
70,CH05,1.2655663038,Chile,05
71,CH05,1.2538309208,Chile,05
72,CH05,1.2622680592,Chile,05
73,CH05,1.221457764,Chile,05
74,CH05,1.2643850982,Chile,05
75,CH05,1.2287913449999999,Chile,05
76,CH05,1.2529585754,Chile,05
77,CH05,1.3106683566,Chile,05
78,CH05,1.3388863710000003,Chile,05
79,CH05,1.286500027,Chile,05
80,CH05,1.2398527730000002,Chile,05
81,CH05,1.3081908818,Chile,05
82,CH05,1.2850797489999999,Chile,05
83,CH05,1.312053287,Chile,05
84,CH05,1.2554572179999997,Chile,05
85,CH05,1.283119079,Chile,05
86,CH05,1.2753244144000002,Chile,05
87,CH05,1.2506148512,Chile,05
88,CH05,1.2863197784,Chile,05
89,CH05,1.2711641085999998,Chile,05
90,CH05,1.3038198278,Chile,05
91,CH05,1.234991865,Chile,05
92,CH05,1.2429673156,Chile,05
93,CH05,1.3108653721999999,Chile,05
94,CH05,1.3041038156000002,Chile,05
95,CH05,1.2596051114,Chile,05
96,CH05,1.2036060125999999,Chile,05
97,CH05,1.3116151066,Chile,05
98,CH05,1.2466540595999998,Chile,05
99,CH05,,Chile,05
100,CH05,,Chile,05
1,RP05,1.2963802873999999,Ribeirao_Preto,05
2,RP05,1.2728654275999998,Ribeirao_Preto,05
3,RP05,1.2710738004,Ribeirao_Preto,05
4,RP05,1.2336995415999998,Ribeirao_Preto,05
5,RP05,1.2306642576000002,Ribeirao_Preto,05
6,RP05,1.2133002257999999,Ribeirao_Preto,05
7,RP05,1.2395366836000001,Ribeirao_Preto,05
8,RP05,1.2091555299999999,Ribeirao_Preto,05
9,RP05,1.2268616716,Ribeirao_Preto,05
10,RP05,1.2581191170000001,Ribeirao_Preto,05
11,RP05,1.2426085396,Ribeirao_Preto,05
12,RP05,1.2026961051999998,Ribeirao_Preto,05
13,RP05,1.2355200518,Ribeirao_Preto,05
14,RP05,1.2261389776000002,Ribeirao_Preto,05
15,RP05,1.1968524663999998,Ribeirao_Preto,05
16,RP05,1.232610401,Ribeirao_Preto,05
17,RP05,1.2407252856000002,Ribeirao_Preto,05
18,RP05,1.2120070377999999,Ribeirao_Preto,05
19,RP05,1.2720671242,Ribeirao_Preto,05
20,RP05,1.2038394484,Ribeirao_Preto,05
21,RP05,1.2976549552,Ribeirao_Preto,05
22,RP05,1.2187940916,Ribeirao_Preto,05
23,RP05,1.234151082,Ribeirao_Preto,05
24,RP05,1.24835277,Ribeirao_Preto,05
25,RP05,1.2022898606,Ribeirao_Preto,05
26,RP05,1.2600054276000001,Ribeirao_Preto,05
27,RP05,1.253978736,Ribeirao_Preto,05
28,RP05,1.2512130042,Ribeirao_Preto,05
29,RP05,1.226629755,Ribeirao_Preto,05
30,RP05,1.2390692846,Ribeirao_Preto,05
31,RP05,1.2513849128000003,Ribeirao_Preto,05
32,RP05,1.2269447678,Ribeirao_Preto,05
33,RP05,1.2152885442,Ribeirao_Preto,05
34,RP05,1.2619021052,Ribeirao_Preto,05
35,RP05,1.2541937818,Ribeirao_Preto,05
36,RP05,1.2559249688,Ribeirao_Preto,05
37,RP05,1.2518703222,Ribeirao_Preto,05
38,RP05,1.2918968302,Ribeirao_Preto,05
39,RP05,1.2288530143999998,Ribeirao_Preto,05
40,RP05,1.2540987074000003,Ribeirao_Preto,05
41,RP05,1.2693573258000002,Ribeirao_Preto,05
42,RP05,1.2485270898,Ribeirao_Preto,05
43,RP05,1.2243241812,Ribeirao_Preto,05
44,RP05,1.240369201,Ribeirao_Preto,05
45,RP05,1.2398390138,Ribeirao_Preto,05
46,RP05,1.2475513234,Ribeirao_Preto,05
47,RP05,1.1715736274,Ribeirao_Preto,05
48,RP05,1.2238450046000002,Ribeirao_Preto,05
49,RP05,1.2833654476,Ribeirao_Preto,05
50,RP05,1.2925192658,Ribeirao_Preto,05
51,RP05,1.2439786144,Ribeirao_Preto,05
52,RP05,1.2404388990000002,Ribeirao_Preto,05
53,RP05,1.2302494979999998,Ribeirao_Preto,05
54,RP05,1.2504384746000001,Ribeirao_Preto,05
55,RP05,1.2196096728,Ribeirao_Preto,05
56,RP05,1.2235237254,Ribeirao_Preto,05
57,RP05,1.2324890906000001,Ribeirao_Preto,05
58,RP05,1.2453984424,Ribeirao_Preto,05
59,RP05,1.2705072748,Ribeirao_Preto,05
60,RP05,1.233575398,Ribeirao_Preto,05
61,RP05,1.2431097794,Ribeirao_Preto,05
62,RP05,1.1920836231999998,Ribeirao_Preto,05
63,RP05,1.2392409088,Ribeirao_Preto,05
64,RP05,1.2524447373999998,Ribeirao_Preto,05
65,RP05,1.2431925598,Ribeirao_Preto,05
66,RP05,1.2319061052,Ribeirao_Preto,05
67,RP05,1.2277051522,Ribeirao_Preto,05
68,RP05,1.2439189320000001,Ribeirao_Preto,05
69,RP05,1.2426991288000002,Ribeirao_Preto,05
70,RP05,1.2809151983999998,Ribeirao_Preto,05
71,RP05,1.2471061594,Ribeirao_Preto,05
72,RP05,1.2771893722,Ribeirao_Preto,05
73,RP05,1.246892292,Ribeirao_Preto,05
74,RP05,1.2749617387999999,Ribeirao_Preto,05
75,RP05,1.2505326972000002,Ribeirao_Preto,05
76,RP05,1.2537334415999999,Ribeirao_Preto,05
77,RP05,1.2496127366,Ribeirao_Preto,05
78,RP05,1.2084958287999998,Ribeirao_Preto,05
79,RP05,1.2739587602,Ribeirao_Preto,05
80,RP05,1.2657630308,Ribeirao_Preto,05
81,RP05,,Ribeirao_Preto,05
82,RP05,,Ribeirao_Preto,05
83,RP05,,Ribeirao_Preto,05
84,RP05,,Ribeirao_Preto,05
85,RP05,,Ribeirao_Preto,05
86,RP05,,Ribeirao_Preto,05
87,RP05,,Ribeirao_Preto,05
88,RP05,,Ribeirao_Preto,05
89,RP05,,Ribeirao_Preto,05
90,RP05,,Ribeirao_Preto,05
91,RP05,,Ribeirao_Preto,05
92,RP05,,Ribeirao_Preto,05
93,RP05,,Ribeirao_Preto,05
94,RP05,,Ribeirao_Preto,05
95,RP05,,Ribeirao_Preto,05
96,RP05,,Ribeirao_Preto,05
97,RP05,,Ribeirao_Preto,05
98,RP05,,Ribeirao_Preto,05
99,RP05,,Ribeirao_Preto,05
100,RP05,,Ribeirao_Preto,05
1,CH07,1.242547491,Chile,07
2,CH07,1.2687354396,Chile,07
3,CH07,1.2664901266,Chile,07
4,CH07,1.3053298116,Chile,07
5,CH07,1.3099759594,Chile,07
6,CH07,1.2381978569999998,Chile,07
7,CH07,1.2736687382,Chile,07
8,CH07,1.2638056332,Chile,07
9,CH07,1.3129889948,Chile,07
10,CH07,1.2665776966,Chile,07
11,CH07,1.2732980066,Chile,07
12,CH07,1.2700192178,Chile,07
13,CH07,1.2107973855999998,Chile,07
14,CH07,1.277960285,Chile,07
15,CH07,1.263982629,Chile,07
16,CH07,1.2330220671999998,Chile,07
17,CH07,1.226006565,Chile,07
18,CH07,1.2470208191999999,Chile,07
19,CH07,1.3287336698,Chile,07
20,CH07,1.2378142231999998,Chile,07
21,CH07,1.292436537,Chile,07
22,CH07,1.2592344548,Chile,07
23,CH07,1.2325903058,Chile,07
24,CH07,1.2471387966,Chile,07
25,CH07,1.2822416848,Chile,07
26,CH07,1.2644535989999999,Chile,07
27,CH07,1.3100373796,Chile,07
28,CH07,1.329431028,Chile,07
29,CH07,1.2758831376,Chile,07
30,CH07,1.297738099,Chile,07
31,CH07,1.295809838,Chile,07
32,CH07,1.3016267178,Chile,07
33,CH07,1.2498985616,Chile,07
34,CH07,1.2640240336,Chile,07
35,CH07,1.3169936398,Chile,07
36,CH07,1.2960598988,Chile,07
37,CH07,1.2825970420000001,Chile,07
38,CH07,1.2337427976,Chile,07
39,CH07,1.2464447546000001,Chile,07
40,CH07,1.2849769578,Chile,07
41,CH07,1.2763664806,Chile,07
42,CH07,1.2517338572,Chile,07
