pair_id,origin,colony_own,colony_label,amost,side,hamuli,nerv01,nerv02,nerv03,nerv04,nerv05
01,Chile,1,CH01,247,left,21,1.928155983,1.983195218,1.017615867,0.741496287,0.737583695
01,Chile,1,CH01,248,left,22,1.9917364,1.996971569,0.947732227,0.731675578,0.736405863
01,Chile,1,CH01,249,left,21,1.832833476,1.890726231,0.962501002,0.774453461,0.776598809
01,Chile,1,CH01,250,left,20,1.765501232,1.826758518,0.918033493,0.770050904,0.731675578
01,Chile,1,CH01,251,left,21,1.849270481,1.974104149,0.892462435,0.772302154,0.761517785
01,Chile,1,CH01,252,left,20,1.871034902,1.969383716,0.915613874,0.76303614,0.747842834
01,Chile,1,CH01,253,left,21,1.899594356,1.92950611,0.929855665,0.793066501,0.757231087
01,Chile,1,CH01,254,left,22,1.874768504,1.884825081,0.891516299,0.716994972,0.724921505
01,Chile,1,CH01,255,left,19,1.842477721,1.93485981,0.917350334,0.741496287,0.792153846
01,Chile,1,CH01,256,left,20,1.849074885,1.923899397,0.936470628,0.772832742,0.759234558
01,Chile,1,CH01,257,left,22,1.842687102,1.916981154,0.925488901,0.712169622,0.743347554
01,Chile,1,CH01,258,left,21,1.928918671,1.95416716,1.009813919,0.81608303,0.788431499
01,Chile,1,CH01,259,left,22,1.869191105,1.910681577,0.920970536,0.782013516,0.761517785
01,Chile,1,CH01,260,left,20,1.936404509,1.935059195,0.953616613,0.741496287,0.756976299
01,Chile,1,CH01,261,left,23,1.935619856,1.974971187,0.919608075,0.771333671,0.784722222
01,Chile,1,CH01,262,left,19,1.859166687,1.857921188,0.907493028,0.776412492,0.787788993
01,Chile,1,CH01,263,left,21,1.937338205,1.966062859,0.92556706,0.776847162,0.744222863
01,Chile,1,CH01,264,left,22,1.962343215,1.924225233,0.981429615,0.741886411,0.745129504
01,Chile,1,CH01,265,left,19,1.852345131,1.956337636,0.964077991,0.783338258,0.760345316
01,Chile,1,CH01,266,left,22,1.91940726,2.029513146,0.989357918,0.796464506,0.778800171
01,Chile,1,CH01,267,left,19,1.889973647,1.946873483,0.916692971,0.751445367,0.734734037
01,Chile,1,CH01,268,left,24,1.943762281,2.013290141,1.045940307,0.798460131,0.765055927
01,Chile,1,CH01,269,left,22,1.885055342,1.929668561,0.931099551,0.76240386,0.74851963
01,Chile,1,CH01,270,left,24,1.844374371,1.772793033,0.860354731,0.736635034,0.719278188
01,Chile,1,CH01,271,left,20,1.894828285,1.896647159,0.944138022,0.751445367,0.750514227
01,Chile,1,CH01,272,left,22,1.856090346,1.884108534,0.944852853,0.729992918,0.697493307
01,Chile,1,CH01,273,left,23,1.891771697,1.925728378,0.888237609,0.757231087,0.729695575
01,Chile,1,CH01,274,left,20,1.817336035,1.883225271,0.872709745,0.76240386,0.723856324
01,Chile,1,CH01,275,left,20,1.856298192,1.909772727,0.915850858,0.727809584,0.729199735
01,Chile,1,CH01,276,left,18,1.886896416,1.948024977,0.982215506,0.741886411,0.738759648
01,Chile,1,CH01,277,left,23,1.876555425,1.94761646,0.897581198,0.726814991,0.756976299
01,Chile,1,CH01,278,left,23,1.859101838,1.847235276,0.895079355,0.708809753,0.729464225
01,Chile,1,CH01,279,left,21,1.872503482,1.90041926,0.892705565,0.72318979,0.714974315
01,Chile,1,CH01,280,left,22,1.838652322,1.931154983,1.026580571,0.798460131,0.755924389
01,Chile,1,CH01,281,left,20,1.802882637,1.926066423,0.910384619,0.76303614,0.747713851
01,Chile,1,CH01,282,left,20,1.901573524,1.94475444,0.932212455,0.752599661,0.758090366
01,Chile,1,CH01,283,left,19,1.809570856,1.863299398,0.900772345,0.761264431,0.764677623
01,Chile,1,CH01,284,left,21,1.954956703,2.01443958,1.030448856,0.772208483,0.757231087
01,Chile,1,CH01,285,left,21,1.891147037,1.930817828,0.913821342,0.708809753,0.711254868
01,Chile,1,CH01,286,left,21,1.807957804,1.926066423,0.891597436,0.774328911,0.7464551
01,Chile,1,CH01,287,left,20,1.890624203,1.982283121,1.01612197,0.741496287,0.755413845
01,Chile,1,CH01,288,left,21,1.822833993,1.957101662,0.933763129,0.761264431,0.760345316
01,Chile,1,CH01,289,left,20,1.905184002,1.842490808,0.919608075,0.751445367,0.747713851
01,Chile,1,CH01,290,left,19,1.865834078,1.914766067,0.950653609,0.712169622,0.757071855
01,Chile,1,CH01,291,left,22,1.770288587,1.861745849,0.863460058,0.731675578,0.722522641
01,Chile,1,CH01,292,left,20,1.850886612,1.986220374,0.957150034,0.768295371,0.758503746
01,Chile,1,CH01,293,left,21,1.87672246,1.930667962,0.893272611,0.725586449,0.751156516
01,Chile,1,CH01,294,left,20,1.876414076,1.887062536,0.935130751,0.737158584,0.720952409
01,Chile,1,CH01,295,left,23,1.887062536,1.971757574,0.976602237,0.770958448,0.756275188
01,Chile,1,CH01,296,left,22,1.959379646,1.935059195,0.932212455,0.772832742,0.754615428
01,Chile,1,CH01,297,left,22,1.916830206,1.961888518,0.885654924,0.75170203,0.744643941
01,Chile,1,CH01,298,left,21,1.870583791,1.933750354,0.882791588,0.702213487,0.75012859
01,Chile,1,CH01,299,left,25,1.891567749,1.896863273,0.888997389,0.716994972,0.736242127
01,Chile,1,CH01,300,left,21,1.940285731,1.986548126,0.900638491,0.731807388,0.734734037
01,Chile,1,CH01,301,left,23,1.881342155,1.952624164,0.897554333,0.766032346,0.766441442
01,Chile,1,CH01,302,left,21,1.825953159,1.861745849,0.910040233,0.742795905,0.722822934
01,Chile,1,CH01,303,left,22,1.871666275,1.947232624,0.92556706,0.741496287,0.736635034
01,Chile,1,CH01,304,left,20,1.840172953,1.909734848,0.953844155,0.742795905,0.764393773
01,Chile,1,CH01,305,left,23,1.843890584,1.891758951,0.938528243,0.732070936,0.736569564
01,Chile,1,CH01,206,right,21,1.85293082,1.910984431,0.847478331,0.727842713,0.739379536
01,Chile,1,CH01,207,right,24,1.8812268,1.938346092,0.922775311,0.733945977,0.77395514
01,Chile,1,CH01,208,right,22,1.898896081,2.013900862,0.956545232,0.79096582,0.777808779
01,Chile,1,CH01,209,right,21,1.837287928,1.895884208,0.895079355,0.75932983,0.772364595
01,Chile,1,CH01,210,right,23,1.926504543,1.951005795,0.959866929,0.699219693,0.722822934
01,Chile,1,CH01,211,right,21,1.930830316,1.941528071,0.843685697,0.715311488,0.734734037
01,Chile,1,CH01,212,right,22,1.887586356,1.880662745,0.878328106,0.740747975,0.759520337
01,Chile,1,CH01,213,right,23,1.959724191,1.940323013,0.878410461,0.693471541,0.724921505
01,Chile,1,CH01,214,right,20,1.911350316,1.964836032,0.912976579,0.716490342,0.741626351
01,Chile,1,CH01,215,right,21,1.79248743,1.857921188,0.911311165,0.738890194,0.772957534
01,Chile,1,CH01,216,right,20,1.886027244,1.933363765,0.893758364,0.782629954,0.792153846
01,Chile,1,CH01,217,right,22,1.836710379,1.892689192,0.955334479,0.758980442,0.782999584
01,Chile,1,CH01,218,right,22,1.817535046,1.862276791,0.867027169,0.6986332,0.722822934
01,Chile,1,CH01,219,right,20,1.950437194,1.984033976,1.006369568,0.747326769,0.783830614
01,Chile,1,CH01,220,right,24,1.77310584,1.79604869,0.810866116,0.691835377,0.723056409
01,Chile,1,CH01,221,right,20,1.87147302,1.910340809,0.918794878,0.722355757,0.7740486
01,Chile,1,CH01,222,right,23,1.882187869,1.889208,0.884892274,0.746971767,0.772832742
01,Chile,1,CH01,223,right,21,1.865006806,1.944556048,0.869415601,0.741886411,0.750803325
01,Chile,1,CH01,224,right,22,1.80749095,1.848057455,0.85987815,0.705091985,0.723856324
01,Chile,1,CH01,225,right,23,1.971060397,1.99741828,0.957678923,0.784230426,0.771114813
01,Chile,1,CH01,226,right,21,1.801196662,1.85099083,0.924628721,0.749292362,0.776940273
01,Chile,1,CH01,227,right,22,1.919130864,1.9429806,0.967249186,0.793643973,0.816289832
01,Chile,1,CH01,228,right,22,1.8374979,1.824737847,0.880740648,0.723623107,0.730356173
01,Chile,1,CH01,229,right,21,1.907233226,1.880136996,0.966875177,0.703174295,0.736143867
01,Chile,1,CH01,230,right,21,1.99073132,2.034058481,0.907174124,0.727842713,0.723856324
01,Chile,1,CH01,231,right,21,1.886858079,1.923661251,0.922801441,0.786655681,0.777808779
01,Chile,1,CH01,232,right,22,1.895464453,1.899505499,1.008762726,0.750514227,0.740064072
01,Chile,1,CH01,233,right,19,1.935308398,1.958345646,0.932858882,0.794979666,0.770864614
01,Chile,1,CH01,234,right,21,1.868558895,1.930568046,0.930270479,0.734438614,0.74386638
01,Chile,1,CH01,235,right,21,1.869694139,1.931005143,0.879562619,0.751445367,0.736405863
01,Chile,1,CH01,236,right,23,1.96134766,1.921202865,0.938014262,0.787880811,0.774609121
01,Chile,1,CH01,237,right,22,1.92441319,1.937811106,0.920027509,0.766032346,0.743185347
01,Chile,1,CH01,238,right,21,1.87120243,1.926817424,0.868721966,0.746164317,0.753880138
01,Chile,1,CH01,239,right,20,1.686370793,1.764995825,0.870828903,0.708197155,0.708469486
01,Chile,1,CH01,240,right,21,1.871305517,1.917119512,0.901173789,0.771083543,0.771614969
01,Chile,1,CH01,241,right,22,1.905323216,1.986305352,0.902777778,0.752599661,0.757453957
01,Chile,1,CH01,242,right,20,1.889756745,1.855219738,0.863571753,0.727809584,0.736635034
01,Chile,1,CH01,243,right,21,1.819020307,1.869345899,0.931694991,0.732070936,0.752054798
01,Chile,1,CH01,244,right,18,1.865006806,1.916716988,0.935543225,0.75208686,0.752599661
01,Chile,1,CH01,245,right,23,1.903195919,1.939005289,0.938553934,0.740324681,0.757453957
01,Chile,1,CH01,246,right,20,1.913506352,1.97917885,0.948368075,0.776101865,0.763888889
01,Chile,1,CH01,247,right,20,1.953759928,1.988489252,0.991403054,0.756785151,0.743574585
01,Chile,1,CH01,248,right,23,1.94108092,1.972271126,0.928921658,0.737616385,0.77975938
01,Chile,1,CH01,249,right,23,1.832399278,1.848801017,0.884892274,0.752823902,0.750514227
01,Chile,1,CH01,250,right,24,1.74465951,1.812712844,0.884892274,0.732103873,0.743088006
01,Chile,1,CH01,251,right,21,1.820729508,1.910984431,0.876871895,0.766095298,0.763888889
01,Chile,1,CH01,252,right,21,1.896494594,1.932066255,0.891326952,0.785674201,0.763162533
01,Chile,1,CH01,253,right,22,1.945436255,1.917685418,0.902777778,0.775915429,0.772832742
01,Chile,1,CH01,254,right,24,1.815251743,1.834924078,0.891759687,0.720918963,0.765055927
01,Chile,1,CH01,255,right,20,1.83081951,1.931167469,0.910596484,0.757231087,0.770050904
01,Chile,1,CH01,256,right,21,1.877056485,1.923611111,0.938322684,0.78573558,0.771333671
01,Chile,1,CH01,257,right,22,1.841063773,1.916981154,0.895806416,0.721219924,0.755413845
01,Chile,1,CH01,258,right,21,1.947232624,1.987579585,1.031244154,0.790721902,0.8125
01,Chile,1,CH01,259,right,22,1.814042553,1.882572159,0.934847069,0.771333671,0.778273651
01,Chile,1,CH01,260,right,20,1.89211581,1.902891825,0.923402232,0.729992918,0.765055927
01,Chile,1,CH01,261,right,22,1.951104665,1.960745166,0.892165186,0.743088006,0.776101865
01,Chile,1,CH01,262,right,20,1.881483133,1.868687935,0.896801802,0.73820457,0.757453957
01,Chile,1,CH01,263,right,20,1.892689192,1.918904692,0.897742367,0.725586449,0.74851963
01,Chile,1,CH01,264,right,22,1.906879197,1.903233927,0.951059351,0.720216231,0.729695575
01,Chile,1,CH01,265,right,20,1.888595259,1.954956703,0.956343546,0.748616265,0.771927402
01,Chile,1,CH01,266,right,24,1.921805209,1.97994624,0.963577639,0.753240172,0.788431499
01,Chile,1,CH01,267,right,20,1.883890957,1.930867781,0.922801441,0.738890194,0.74386638
01,Chile,1,CH01,268,right,22,1.968305971,1.989616662,1.043285779,0.776567759,0.816289832
01,Chile,1,CH01,269,right,25,1.911274622,1.91185487,0.918269852,0.746164317,0.745679428
01,Chile,1,CH01,270,right,24,1.824737847,1.781246616,0.851310718,0.726649093,0.729199735
01,Chile,1,CH01,271,right,21,1.865924538,1.903398621,0.966101767,0.727809584,0.75012859
01,Chile,1,CH01,272,right,21,1.832622968,1.849426942,0.905444779,0.731807388,0.715581112
01,Chile,1,CH01,273,right,26,1.83450352,1.896291154,0.890839873,0.756211419,0.729992918
01,Chile,1,CH01,274,right,23,1.816260998,1.883225271,0.860466829,0.747423558,0.745129504
01,Chile,1,CH01,275,right,19,1.897155624,1.931167469,0.907625871,0.701698227,0.740813075
01,Chile,1,CH01,276,right,20,1.901332582,1.938296332,0.954425406,0.739770777,0.750514227
01,Chile,1,CH01,277,right,20,1.886295708,1.944890822,0.886280896,0.728405688,0.752599661
01,Chile,1,CH01,278,right,23,1.856298192,1.868068463,0.876871895,0.71810391,0.730356173
01,Chile,1,CH01,279,right,21,1.847274435,1.869100802,0.862286384,0.72734561,
01,Chile,1,CH01,280,right,24,1.800540578,1.903233927,0.972247023,0.751605791,0.78521371
01,Chile,1,CH01,281,right,22,1.832399278,1.90404459,0.946815855,0.73820457,0.760123294
01,Chile,1,CH01,282,right,20,1.86662223,1.889922613,0.91719261,0.751605791,0.762308972
01,Chile,1,CH01,283,right,19,1.746082476,1.826864112,0.902777778,0.720216231,0.781520015
01,Chile,1,CH01,284,right,23,1.968305971,1.98816182,1.026744977,0.737583695,0.76703896
01,Chile,1,CH01,285,right,23,1.890624203,1.923611111,0.889783621,0.732070936,0.744643941
01,Chile,1,CH01,286,right,20,1.827866956,1.872233041,0.901735509,0.76303614,0.77395514
01,Chile,1,CH01,287,right,21,1.89211581,1.937512445,0.997150647,0.75170203,0.756976299
01,Chile,1,CH01,288,right,20,1.860955632,1.890726231,0.932652074,0.777808779,0.7927624
01,Chile,1,CH01,289,right,21,1.845459163,1.868068463,0.882928148,0.741886411,0.743185347
01,Chile,1,CH01,290,right,20,1.832399278,1.889922613,0.944469975,0.735357318,0.757199244
01,Chile,1,CH01,291,right,22,1.769634671,1.855466669,0.8253378,0.707140881,0.722756213
01,Chile,1,CH01,292,right,22,1.869036298,1.968036442,0.967249186,0.75003215,0.757231087
01,Chile,1,CH01,293,right,23,1.870222824,1.882981981,0.89000039,0.730983187,0.745129504
01,Chile,1,CH01,294,right,21,1.843785964,1.896647159,0.880412055,0.730983187,0.729464225
01,Chile,1,CH01,295,right,23,1.90771359,1.926429444,0.899593744,0.752823902,0.743088006
01,Chile,1,CH01,296,right,22,1.938594872,1.917924306,0.92538468,0.761137723,0.758980442
01,Chile,1,CH01,297,right,21,1.880085695,1.923811662,0.86136309,0.756466465,0.757453957
01,Chile,1,CH01,298,right,21,1.882764274,1.891758951,0.863487983,0.704168036,0.744449627
01,Chile,1,CH01,299,right,23,1.876285568,1.883225271,0.867416431,0.726814991,0.709999402
01,Chile,1,CH01,300,right,21,1.957113982,1.986414604,0.9078915,0.733354377,0.772832742
01,Chile,1,CH01,301,right,24,1.863105275,1.93754978,0.86136309,0.748004031,0.784752949
01,Chile,1,CH01,302,right,22,1.822278327,1.881995694,0.932212455,0.736569564,0.719345231
01,Chile,1,CH01,303,right,18,1.826072005,1.903765964,0.900129663,0.722522641,0.736569564
01,Chile,1,CH01,304,right,20,1.835817446,1.862678134,0.932652074,0.745129504,0.767196124
01,Chile,1,CH01,305,right,24,1.826930106,1.875475763,0.903445266,0.709727658,0.733157071
01,Ribeirao_Preto,1,RP01,81,left,22,1.76402,1.91023,0.88086,0.80161,0.7446
01,Ribeirao_Preto,1,RP01,82,left,20,1.93218,1.97639,0.85209,0.784,0.72912
01,Ribeirao_Preto,1,RP01,83,left,20,1.85404,1.92849,0.92649,0.72034,0.71836
01,Ribeirao_Preto,1,RP01,84,left,22,1.72535,1.83447,0.93789,0.7153,0.71752
01,Ribeirao_Preto,1,RP01,85,left,22,1.77473,1.91074,0.8852,0.72034,
01,Ribeirao_Preto,1,RP01,86,left,21,1.83552,1.92437,0.95117,0.72809,0.7193
01,Ribeirao_Preto,1,RP01,87,left,21,1.81193,1.94193,0.92464,0.74031,0.7261
01,Ribeirao_Preto,1,RP01,88,left,21,1.80452,1.87641,0.92336,0.75747,0.73153
01,Ribeirao_Preto,1,RP01,89,left,22,1.92553,2.04819,0.9806,0.78985,0.75053
01,Ribeirao_Preto,1,RP01,90,left,25,1.78883,1.90319,0.86244,0.784,0.76482
01,Ribeirao_Preto,1,RP01,91,left,24,1.87288,1.90416,0.89665,0.75896,0.74317
01,Ribeirao_Preto,1,RP01,92,left,23,1.83966,1.93934,0.95867,0.75156,0.75466
01,Ribeirao_Preto,1,RP01,93,left,19,1.8106,1.91023,0.9215,0.78646,0.73393
01,Ribeirao_Preto,1,RP01,94,left,21,1.89768,1.94531,0.96346,0.78483,0.76001
01,Ribeirao_Preto,1,RP01,95,left,20,1.71165,1.83788,0.78421,0.69349,0.69755
01,Ribeirao_Preto,1,RP01,96,left,24,1.79225,1.87174,0.90811,0.77658,0.75543
01,Ribeirao_Preto,1,RP01,97,left,21,1.81411,1.86493,0.83033,0.80745,0.76859
01,Ribeirao_Preto,1,RP01,98,left,21,1.94541,1.95027,0.88332,0.74592,0.72467
01,Ribeirao_Preto,1,RP01,99,left,23,1.8615,1.89712,0.93673,0.77041,0.74615
01,Ribeirao_Preto,1,RP01,100,left,20,1.84413,1.93093,0.87161,0.74876,0.71611
01,Ribeirao_Preto,1,RP01,101,left,22,1.85211,1.92916,0.95593,0.81441,0.78102
01,Ribeirao_Preto,1,RP01,102,left,20,1.79559,1.90761,0.86275,0.77147,0.74302
01,Ribeirao_Preto,1,RP01,103,left,21,1.92238,2.00541,1.00787,0.84248,0.79307
01,Ribeirao_Preto,1,RP01,104,left,18,1.87529,2.00342,0.891,0.76403,0.74784
01,Ribeirao_Preto,1,RP01,105,left,21,1.93581,2.0108,1.00026,0.85159,0.80164
01,Ribeirao_Preto,1,RP01,106,left,21,1.81827,1.96327,0.89003,0.79689,0.76599
01,Ribeirao_Preto,1,RP01,107,left,21,1.90632,1.97431,0.92822,0.7546,0.73875
01,Ribeirao_Preto,1,RP01,108,left,22,1.86621,1.9915,0.91911,0.77285,0.73599
01,Ribeirao_Preto,1,RP01,109,left,21,1.9351,1.93802,0.98764,0.78425,0.72394
01,Ribeirao_Preto,1,RP01,110,left,23,1.84073,1.93661,0.91452,0.7546,0.72581
01,Ribeirao_Preto,1,RP01,111,left,23,1.8457,1.90492,0.90927,0.74264,0.72581
01,Ribeirao_Preto,1,RP01,112,left,20,1.9944,2.01083,0.96508,0.75544,0.73958
01,Ribeirao_Preto,1,RP01,113,left,23,1.88719,1.93783,0.94207,0.81065,0.78972
01,Ribeirao_Preto,1,RP01,114,left,23,1.89949,1.92822,0.96434,0.77631,0.75436
01,Ribeirao_Preto,1,RP01,115,left,19,1.82186,1.92694,0.91438,0.77654,0.73775
01,Ribeirao_Preto,1,RP01,116,left,24,1.92483,1.99542,0.98764,0.79413,0.75416
01,Ribeirao_Preto,1,RP01,117,left,21,1.92128,2.02259,0.94859,0.77841,0.78843
01,Ribeirao_Preto,1,RP01,118,left,21,1.8901,1.91561,0.96909,0.77051,0.76719
01,Ribeirao_Preto,1,RP01,119,left,22,1.90978,1.99266,0.95542,0.82199,0.77906
01,Ribeirao_Preto,1,RP01,120,left,21,1.80018,1.90057,0.93946,0.7371,0.746
01,Ribeirao_Preto,1,RP01,121,left,21,1.87472,1.9439,0.99579,0.84011,0.78817
01,Ribeirao_Preto,1,RP01,122,left,22,1.90701,1.96946,0.98197,0.80949,0.77778
01,Ribeirao_Preto,1,RP01,123,left,22,1.87547,1.96904,0.92503,0.76786,0.76802
01,Ribeirao_Preto,1,RP01,124,left,25,1.91132,2.02531,1.00138,0.84679,0.80468
01,Ribeirao_Preto,1,RP01,125,left,21,1.84687,1.94098,0.96201,0.79829,0.75311
01,Ribeirao_Preto,1,RP01,126,left,22,1.83016,1.90442,0.95103,0.77542,0.75887
01,Ribeirao_Preto,1,RP01,127,left,23,1.86028,1.97333,0.93873,0.79717,0.7474
01,Ribeirao_Preto,1,RP01,128,left,22,1.81473,1.92694,0.88368,0.75544,0.76052
01,Ribeirao_Preto,1,RP01,129,left,22,1.87856,1.91848,0.96021,0.77654,0.72482
01,Ribeirao_Preto,1,RP01,130,left,20,1.78235,1.87657,0.88174,0.7546,0.73958
01,Ribeirao_Preto,1,RP01,131,left,20,1.82263,1.89988,0.9242,0.81109,0.75921
01,Ribeirao_Preto,1,RP01,132,left,24,1.98636,2.01774,0.98865,0.78298,0.73512
01,Ribeirao_Preto,1,RP01,133,left,23,1.92548,1.96042,0.89878,0.77512,0.74065
01,Ribeirao_Preto,1,RP01,134,left,22,1.81705,1.93466,0.90747,0.76639,0.75158
01,Ribeirao_Preto,1,RP01,135,left,20,1.80527,1.88062,0.94177,0.76048,0.74754
01,Ribeirao_Preto,1,RP01,136,left,22,1.95172,1.99445,0.95352,0.80974,0.78558
01,Ribeirao_Preto,1,RP01,137,left,23,1.97596,1.96905,0.93274,0.76279,0.74123
01,Ribeirao_Preto,1,RP01,138,left,21,1.96902,1.99129,0.90345,0.75121,0.75756
01,Ribeirao_Preto,1,RP01,139,left,19,1.7574,1.79382,0.80914,0.68262,
01,Ribeirao_Preto,1,RP01,140,left,20,1.84144,1.93102,0.93764,0.79848,0.77067
01,Ribeirao_Preto,1,RP01,141,left,20,1.79786,1.89635,0.91622,0.78739,0.73875
01,Ribeirao_Preto,1,RP01,142,left,22,1.82969,1.8946,0.91263,0.82115,0.74511
01,Ribeirao_Preto,1,RP01,143,left,22,1.8864,1.99132,0.9393,0.77883,0.76543
01,Ribeirao_Preto,1,RP01,144,left,22,1.84073,1.91703,0.98764,0.79848,0.73862
01,Ribeirao_Preto,1,RP01,145,left,22,1.90454,1.98728,0.98197,0.79717,0.75648
01,Ribeirao_Preto,1,RP01,146,left,21,1.86691,1.88079,0.90994,0.75699,0.73658
01,Ribeirao_Preto,1,RP01,147,left,22,1.84702,1.99573,0.94803,0.74713,0.73332
01,Ribeirao_Preto,1,RP01,148,left,20,1.78756,1.88534,0.91897,0.73126,0.7271
01,Ribeirao_Preto,1,RP01,149,left,20,1.84884,1.93826,0.98692,0.78623,0.77067
01,Ribeirao_Preto,1,RP01,150,left,19,1.94549,1.95102,1.00959,0.77117,0.75355
01,Ribeirao_Preto,1,RP01,151,left,22,1.94134,1.95443,1.00483,0.75121,0.73658
01,Ribeirao_Preto,1,RP01,152,left,23,1.83239,1.89933,0.93252,0.78639,0.73862
01,Ribeirao_Preto,1,RP01,153,left,20,1.9165,1.98184,0.95336,0.78037,0.73512
01,Ribeirao_Preto,1,RP01,154,left,23,1.92408,2.00674,0.97392,0.82542,0.78856
01,Ribeirao_Preto,1,RP01,155,left,24,1.86172,1.97419,0.90429,0.78024,0.7474
01,Ribeirao_Preto,1,RP01,156,left,23,1.85099,1.91017,0.93968,0.73401,0.73252
01,Ribeirao_Preto,1,RP01,157,left,24,1.82353,1.95933,0.93495,0.77857,0.75338
01,Ribeirao_Preto,1,RP01,158,left,24,1.88072,1.97028,0.96648,0.74971,0.75914
01,Ribeirao_Preto,1,RP01,159,left,16,1.72245,1.79252,0.8583,0.75971,0.7226
01,Ribeirao_Preto,1,RP01,160,left,24,1.91304,1.92563,0.98031,0.77526,0.78865
01,Ribeirao_Preto,1,RP01,81,right,22,1.82838,1.86433,0.85572,0.72784,0.72185
01,Ribeirao_Preto,1,RP01,82,right,23,1.9377,1.95455,0.8205,0.74344,0.73036
01,Ribeirao_Preto,1,RP01,83,right,21,1.90274,1.91672,0.89927,0.68999,0.70153
01,Ribeirao_Preto,1,RP01,84,right,22,1.73052,1.81634,0.88022,0.68652,0.71173
01,Ribeirao_Preto,1,RP01,85,right,21,1.83599,1.84466,0.80833,0.65222,
01,Ribeirao_Preto,1,RP01,86,right,22,1.85671,1.82601,0.84551,0.69894,
